x,y,track_id,track_type
0.0,0.0,1,1
6.646877026746438,-0.1382504942007472,1,1
13.293754053492847,-0.2765009884014944,1,1
19.940631080239285,-0.4147514826022416,1,1
26.587508106985666,-0.5530019768029888,1,1
33.234385133732104,-0.691252471003736,1,1
39.88126216047854,-0.8295029652044832,1,1
46.52813918722492,-0.9677534594052304,1,1
53.17501621397136,-1.1060039536059776,1,1
59.960143734918574,5.402622578939827,1,1
66.6070207616649,5.26437208473908,1,1
73.25389778841134,5.126121590538332,1,1
79.90077481515777,4.987871096337585,1,1
86.54765184190421,4.849620602136838,1,1
93.19452886865065,4.711370107936091,1,1
99.84140589539697,4.573119613735344,1,1
106.62653341634422,11.08174614628092,1,1
113.27341044309065,10.943495652080173,1,1
119.92028746983704,10.805245157879426,1,1
126.70541499078422,17.31387169042523,1,1
133.35229201753066,17.175621196224483,1,1
139.99916904427704,17.037370702023736,1,1
146.64604607102348,16.89912020782299,1,1
153.29292309776991,16.760869713622014,1,1
159.9398001245163,16.622619219421267,1,1
166.58667715126273,16.48436872522052,1,1
173.23355417800917,16.346118231019773,1,1
179.88043120475555,16.207867736819026,1,1
186.527308231502,16.06961724261828,1,1
193.17418525824843,15.931366748417531,1,1
199.8210622849948,15.793116254216784,1,1
206.46793931174125,15.654865760016037,1,1
213.11481633848769,15.51661526581529,1,1
219.76169336523407,15.378364771614542,1,1
226.4085703919805,15.240114277413795,1,1
233.05544741872694,15.101863783213048,1,1
239.84057493967407,21.610490315758625,1,1
246.4874519664205,21.472239821557878,1,1
253.13432899316695,21.33398932735713,1,1
259.9194565141141,27.842615859902708,1,1
266.5663335408605,27.70436536570196,1,1
273.21321056760695,27.566114871501213,1,1
279.8600875943534,27.427864377300466,1,1
286.5069646210997,27.28961388309972,1,1
293.15384164784615,27.15136338889897,1,1
299.8007186745926,27.013112894698224,1,1
306.447595701339,26.874862400497477,1,1
313.0944727280854,26.73661190629673,1,1
319.74134975483184,26.598361412095983,1,1
326.38822678157817,26.460110917895236,1,1
333.0351038083246,26.32186042369449,1,1
339.68198083507104,26.18360992949374,1,1
346.3288578618175,26.045359435292994,1,1
352.9757348885639,25.907108941092247,1,1
359.7608624095111,32.41573547363805,1,1
366.40773943625743,32.277484979437304,1,1
373.1928669572047,38.78611151198288,1,1
379.83974398395117,38.647861017782134,1,1
386.4866210106976,38.50961052358139,1,1
393.13349803744404,38.37136002938064,1,1
399.7803750641905,38.23310953517989,1,1
406.4272520909368,38.094859040979145,1,1
413.07412911768324,37.95660854677817,1,1
419.7210061444297,37.81835805257742,1,1
426.3678831711761,37.680107558376676,1,1
433.01476019792256,37.54185706417593,1,1
439.6616372246689,37.40360656997518,1,1
446.3085142514153,37.265356075774434,1,1
452.95539127816176,37.12710558157369,1,1
459.6022683049082,36.98885508737294,1,1
466.24914533165463,36.85060459317219,1,1
