x;y;track_id_x;track_type;track_id_type;percent_of_track;completion_group;track_id_y;best_strategy;best_bias
993.426187857633;125.63197095250894;1;1;1_1;0.31463081341833826;4;1_1;SR_1_SM_1;0.6051224760815409
1000.0730648843792;125.4937204583082;1;1;1_1;0.3166207283123189;4;1_1;SR_1_SM_1;0.6051224760815409
1006.7199419111256;125.35546996410744;1;1;1_1;0.31861064320629967;4;1_1;SR_1_SM_1;0.6051224760815409
1013.3668189378722;125.2172194699067;1;1;1_1;0.32060055810028043;4;1_1;SR_1_SM_1;0.6051224760815409
1020.1519464588192;131.7258460024525;1;1;1_1;0.32341472273131616;4;1_1;SR_1_SM_1;0.6051224760815409
1026.7988234855657;131.58759550825175;1;1;1_1;0.32540463762529687;4;1_1;SR_1_SM_1;0.6051224760815409
1033.4457005123122;131.449345014051;1;1;1_1;0.3273945525192776;4;1_1;SR_1_SM_1;0.6051224760815409
1040.2308280332595;137.95797154659658;1;1;1_1;0.33020871715031336;4;1_1;SR_1_SM_1;0.6051224760815409
1046.8777050600056;137.81972105239583;1;1;1_1;0.332198632044294;4;1_1;SR_1_SM_1;0.6051224760815409
1053.5245820867522;137.6814705581951;1;1;1_1;0.33418854693827477;4;1_1;SR_1_SM_1;0.6051224760815409
1060.1714591134987;137.54322006399434;1;1;1_1;0.3361784618322555;4;1_1;SR_1_SM_1;0.6051224760815409
1066.8183361402448;137.4049695697936;1;1;1_1;0.3381683767262362;4;1_1;SR_1_SM_1;0.6051224760815409
1073.603463661192;143.9135961023394;1;1;1_1;0.34098254135727196;4;1_1;SR_1_SM_1;0.6051224760815409
1080.250340687939;143.77534560813865;1;1;1_1;0.34297245625125283;4;1_1;SR_1_SM_1;0.6051224760815409
1087.0354682088855;150.28397214068423;1;1;1_1;0.34578662088228845;4;1_1;SR_1_SM_1;0.6051224760815409
1093.682345235632;150.14572164648348;1;1;1_1;0.3477765357762692;4;1_1;SR_1_SM_1;0.6051224760815409
1100.3292222623786;150.00747115228273;1;1;1_1;0.34976645067025;4;1_1;SR_1_SM_1;0.6051224760815409
1107.114349783326;156.51609768482854;1;1;1_1;0.35258061530128576;4;1_1;SR_1_SM_1;0.6051224760815409
1113.761226810072;156.3778471906278;1;1;1_1;0.3545705301952664;4;1_1;SR_1_SM_1;0.6051224760815409
1120.5463543310193;162.88647372317337;1;1;1_1;0.35738469482630214;4;1_1;SR_1_SM_1;0.6051224760815409
1127.193231357766;162.74822322897262;1;1;1_1;0.359374609720283;4;1_1;SR_1_SM_1;0.6051224760815409
1133.840108384512;162.60997273477187;1;1;1_1;0.36136452461426355;4;1_1;SR_1_SM_1;0.6051224760815409
1140.4869854112585;162.47172224057113;1;1;1_1;0.3633544395082443;4;1_1;SR_1_SM_1;0.6051224760815409
1147.133862438005;162.33347174637038;1;1;1_1;0.36534435440222507;4;1_1;SR_1_SM_1;0.6051224760815409
1153.9189899589524;168.84209827891596;1;1;1_1;0.3681585190332608;4;1_1;SR_1_SM_1;0.6051224760815409
1160.5658669856984;168.7038477847152;1;1;1_1;0.37014843392724145;4;1_1;SR_1_SM_1;0.6051224760815409
1167.3509945066455;175.212474317261;1;1;1_1;0.3729625985582772;4;1_1;SR_1_SM_1;0.6051224760815409
1173.9978715333923;175.0742238230603;1;1;1_1;0.37495251345225805;4;1_1;SR_1_SM_1;0.6051224760815409
1180.6447485601384;174.93597332885952;1;1;1_1;0.37694242834623864;4;1_1;SR_1_SM_1;0.6051224760815409
1187.4298760810857;181.4445998614051;1;1;1_1;0.37975659297727443;4;1_1;SR_1_SM_1;0.6051224760815409
1194.0767531078322;181.3063493672041;1;1;1_1;0.3817465078712552;4;1_1;SR_1_SM_1;0.6051224760815409
1200.861880628779;187.81497589974992;1;1;1_1;0.38456067250229087;4;1_1;SR_1_SM_1;0.6051224760815409
1207.5087576555256;187.6767254055492;1;1;1_1;0.3865505873962717;4;1_1;SR_1_SM_1;0.6051224760815409
1214.1556346822722;187.53847491134843;1;1;1_1;0.3885405022902524;4;1_1;SR_1_SM_1;0.6051224760815409
1220.9407622032195;194.047101443894;1;1;1_1;0.39135466692128823;4;1_1;SR_1_SM_1;0.6051224760815409
